author,authorLabel,birthPlaceLabel,occupationLabel,deathPlaceLabel
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,ingegnere,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,inventore,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,inventore,Loreto
http://www.wikidata.org/entity/Q644107,Paolo Polidori,Jesi,sacerdote cattolico,Roma
http://www.wikidata.org/entity/Q646238,Domenico Svampa,Montegranaro,sacerdote cattolico,Bologna
http://www.wikidata.org/entity/Q646238,Domenico Svampa,Montegranaro,vescovo cattolico,Bologna
http://www.wikidata.org/entity/Q646238,Domenico Svampa,Montegranaro,teologo,Bologna
http://www.wikidata.org/entity/Q646238,Domenico Svampa,Montegranaro,religioso cristiano,Bologna
http://www.wikidata.org/entity/Q652127,Lucio Flavio Silva,Urbisaglia,politico,Roma
http://www.wikidata.org/entity/Q652127,Lucio Flavio Silva,Urbisaglia,ufficiale,Roma
http://www.wikidata.org/entity/Q653145,Domenico Lucciardi,Sarzana,sacerdote cattolico,Senigallia
http://www.wikidata.org/entity/Q653145,Domenico Lucciardi,Sarzana,vescovo cattolico,Senigallia
http://www.wikidata.org/entity/Q654998,Gastone Novelli,Ancona,aviatore,Padova
http://www.wikidata.org/entity/Q659315,Marcello Morgante,Carpineto Sinello,sacerdote cattolico,Ascoli Piceno
http://www.wikidata.org/entity/Q659315,Marcello Morgante,Carpineto Sinello,vescovo cattolico,Ascoli Piceno
http://www.wikidata.org/entity/Q661448,Scipione,Macerata,scrittore,Arco
http://www.wikidata.org/entity/Q661448,Scipione,Macerata,pittore,Arco
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,compositore,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,compositore,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,direttore di coro,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,direttore di coro,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,compositore,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,compositore,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,direttore di coro,Loreto
http://www.wikidata.org/entity/Q664913,Giovanni Battista Borghi,Camerino,direttore di coro,Loreto
http://www.wikidata.org/entity/Q665262,Gennaro Manna,Napoli,compositore,Napoli
http://www.wikidata.org/entity/Q665262,Gennaro Manna,Napoli,pedagogista,Napoli
http://www.wikidata.org/entity/Q671741,Pietro Paolo Conti,Camerino,segretario,Roma
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,editore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,editore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,storico della matematica,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,storico della matematica,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,editore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,editore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,storico della matematica,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,storico della matematica,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,matematico,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q671745,Federico Commandino,Urbino,traduttore,Urbino
http://www.wikidata.org/entity/Q566851,Annibale Caro,Civitanova Marche,scrittore,Roma
http://www.wikidata.org/entity/Q566851,Annibale Caro,Civitanova Marche,poeta,Roma
http://www.wikidata.org/entity/Q566851,Annibale Caro,Civitanova Marche,traduttore,Roma
http://www.wikidata.org/entity/Q566851,Annibale Caro,Civitanova Marche,numismatico,Roma
http://www.wikidata.org/entity/Q567757,Giovanni della Rovere,Savona,capitano di ventura,Roma
http://www.wikidata.org/entity/Q567757,Giovanni della Rovere,Savona,capitano di ventura,Senigallia
http://www.wikidata.org/entity/Q568804,Luciano Neroni,Ripatransone,cantante lirico,Ripatransone
http://www.wikidata.org/entity/Q568804,Luciano Neroni,Ripatransone,cantante lirico,Ripatransone
http://www.wikidata.org/entity/Q568804,Luciano Neroni,Ripatransone,cantante lirico,Ripatransone
http://www.wikidata.org/entity/Q568804,Luciano Neroni,Ripatransone,cantante lirico,Ripatransone
http://www.wikidata.org/entity/Q569066,Francesco Vitelli,Città di Castello,diplomatico,Urbino
http://www.wikidata.org/entity/Q569066,Francesco Vitelli,Città di Castello,sacerdote cattolico,Urbino
http://www.wikidata.org/entity/Q569638,Anselmo Bucci,Fossombrone,scrittore,Monza
http://www.wikidata.org/entity/Q569638,Anselmo Bucci,Fossombrone,pittore,Monza
http://www.wikidata.org/entity/Q569638,Anselmo Bucci,Fossombrone,incisore,Monza
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,sacerdote,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,sacerdote,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,vescovo cattolico,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,vescovo cattolico,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,sacerdote,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,sacerdote,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,vescovo cattolico,Camerino
http://www.wikidata.org/entity/Q570458,Ansovino di Camerino,Camerino,vescovo cattolico,Camerino
http://www.wikidata.org/entity/Q573430,Simone Cantarini,Pesaro,pittore,Verona
http://www.wikidata.org/entity/Q573430,Simone Cantarini,Pesaro,grafico,Verona
http://www.wikidata.org/entity/Q573430,Simone Cantarini,Pesaro,acquafortista,Verona
http://www.wikidata.org/entity/Q573430,Simone Cantarini,Pesaro,disegnatore,Verona
http://www.wikidata.org/entity/Q576325,Baccio Pontelli,Firenze,architetto,Urbino
http://www.wikidata.org/entity/Q579749,Alessandro Oliva,Sassoferrato,sacerdote cattolico,Tivoli
http://www.wikidata.org/entity/Q580376,Giuseppe Mori,Loro Piceno,sacerdote cattolico,Loro Piceno
http://www.wikidata.org/entity/Q580376,Giuseppe Mori,Loro Piceno,sacerdote cattolico,Loro Piceno
http://www.wikidata.org/entity/Q580376,Giuseppe Mori,Loro Piceno,sacerdote cattolico,Loro Piceno
http://www.wikidata.org/entity/Q580376,Giuseppe Mori,Loro Piceno,sacerdote cattolico,Loro Piceno
http://www.wikidata.org/entity/Q583749,Luigi Battiferri,Sassocorvaro,compositore,Sassocorvaro
http://www.wikidata.org/entity/Q583749,Luigi Battiferri,Sassocorvaro,compositore,Sassocorvaro
http://www.wikidata.org/entity/Q583749,Luigi Battiferri,Sassocorvaro,compositore,Sassocorvaro
http://www.wikidata.org/entity/Q583749,Luigi Battiferri,Sassocorvaro,compositore,Sassocorvaro
http://www.wikidata.org/entity/Q583840,Giuseppe Brega,Urbino,architetto,Pesaro
http://www.wikidata.org/entity/Q583840,Giuseppe Brega,Urbino,architetto,Pesaro
http://www.wikidata.org/entity/Q583840,Giuseppe Brega,Urbino,architetto,Pesaro
http://www.wikidata.org/entity/Q583840,Giuseppe Brega,Urbino,architetto,Pesaro
http://www.wikidata.org/entity/Q589048,Gaspare Pacchierotti,Fabriano,attore,Padova
http://www.wikidata.org/entity/Q589048,Gaspare Pacchierotti,Fabriano,cantante lirico,Padova
http://www.wikidata.org/entity/Q592957,Romolo Carboni,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q592957,Romolo Carboni,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q592957,Romolo Carboni,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q592957,Romolo Carboni,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q599437,Antonio Abati,Gubbio,scrittore,Senigallia
http://www.wikidata.org/entity/Q599437,Antonio Abati,Gubbio,poeta,Senigallia
http://www.wikidata.org/entity/Q599890,Antonio Benedetto Antonucci,Subiaco,sacerdote cattolico,Ancona
http://www.wikidata.org/entity/Q599890,Antonio Benedetto Antonucci,Subiaco,vescovo cattolico,Ancona
http://www.wikidata.org/entity/Q601483,Antonio Cecchi,Pesaro,esploratore,Mogadiscio
http://www.wikidata.org/entity/Q601590,Antonio Cifra,provincia di Latina,compositore,Loreto
http://www.wikidata.org/entity/Q602099,Antonio Gaetano Pampani,Modena,compositore,Urbino
http://www.wikidata.org/entity/Q602213,Antonio Giannettini,Fano,compositore,Monaco di Baviera
http://www.wikidata.org/entity/Q602213,Antonio Giannettini,Fano,cantante,Monaco di Baviera
http://www.wikidata.org/entity/Q602213,Antonio Giannettini,Fano,organista,Monaco di Baviera
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,sacerdote cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,sacerdote cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,vescovo cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,vescovo cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,sacerdote cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,sacerdote cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,vescovo cattolico,Ancona
http://www.wikidata.org/entity/Q603254,Antonio Maria Cadolini,Ancona,vescovo cattolico,Ancona
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,sacerdote,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,sacerdote,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,presbitero,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,presbitero,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,padre,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,padre,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,religioso cristiano,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,religioso cristiano,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,sacerdote,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,sacerdote,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,presbitero,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,presbitero,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,padre,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,padre,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,religioso cristiano,San Severino Marche
http://www.wikidata.org/entity/Q604158,Pacifico da San Severino,San Severino Marche,religioso cristiano,San Severino Marche
http://www.wikidata.org/entity/Q605332,Giuseppe Albani,Roma,bibliotecario,Pesaro
http://www.wikidata.org/entity/Q605332,Giuseppe Albani,Roma,diplomatico,Pesaro
http://www.wikidata.org/entity/Q605332,Giuseppe Albani,Roma,sacerdote cattolico,Pesaro
http://www.wikidata.org/entity/Q605332,Giuseppe Albani,Roma,vescovo cattolico,Pesaro
http://www.wikidata.org/entity/Q634791,Gaio Fufio Gemino,Urbisaglia,militare,Roma
http://www.wikidata.org/entity/Q634791,Gaio Fufio Gemino,Urbisaglia,politico,Roma
http://www.wikidata.org/entity/Q638666,Emidio Taliani,Montegallo,sacerdote cattolico,Montegallo
http://www.wikidata.org/entity/Q638666,Emidio Taliani,Montegallo,sacerdote cattolico,Montegallo
http://www.wikidata.org/entity/Q638666,Emidio Taliani,Montegallo,sacerdote cattolico,Montegallo
http://www.wikidata.org/entity/Q638666,Emidio Taliani,Montegallo,sacerdote cattolico,Montegallo
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,architetto,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,architetto,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,ingegnere,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,ingegnere,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,inventore,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,inventore,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,architetto,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,architetto,Loreto
http://www.wikidata.org/entity/Q642672,Giovanni Branca,Sant'Angelo in Lizzola,ingegnere,Loreto
http://www.wikidata.org/entity/Q353118,Giuseppe Vallemani,Fabriano,sacerdote cattolico,Roma
http://www.wikidata.org/entity/Q357333,Stelvio Massi,Civitanova Marche,sceneggiatore,Velletri
http://www.wikidata.org/entity/Q357333,Stelvio Massi,Civitanova Marche,direttore della fotografia,Velletri
http://www.wikidata.org/entity/Q357333,Stelvio Massi,Civitanova Marche,regista cinematografico,Velletri
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,architetto,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,architetto,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,ingegnere,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,ingegnere,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,pittore,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,pittore,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,scenografo,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,scenografo,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,architetto,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,architetto,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,ingegnere,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,ingegnere,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,pittore,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,pittore,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,scenografo,Fano
http://www.wikidata.org/entity/Q357872,Giacomo Torelli,Fano,scenografo,Fano
http://www.wikidata.org/entity/Q358859,Filippo Carandini,Pesaro,sacerdote cattolico,Modena
http://www.wikidata.org/entity/Q358859,Filippo Carandini,Pesaro,teologo cattolico,Modena
http://www.wikidata.org/entity/Q359195,Lorenzo Barili,Ancona,sacerdote cattolico,Roma
http://www.wikidata.org/entity/Q360511,Niccolò Mauruzi da Tolentino,Tolentino,capitano di ventura,Borgo Val di Taro
http://www.wikidata.org/entity/Q362095,Michele Scarponi,Jesi,ciclista,Filottrano
http://www.wikidata.org/entity/Q362095,Michele Scarponi,Jesi,ciclista,Filottrano
http://www.wikidata.org/entity/Q362095,Michele Scarponi,Jesi,ciclista,Filottrano
http://www.wikidata.org/entity/Q362095,Michele Scarponi,Jesi,ciclista,Filottrano
http://www.wikidata.org/entity/Q362983,Francesco Mancini,Sant'Angelo in Vado,pittore,Roma
http://www.wikidata.org/entity/Q363845,Marcantonio Marcolini,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q363845,Marcantonio Marcolini,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q363845,Marcantonio Marcolini,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q363845,Marcantonio Marcolini,Fano,sacerdote cattolico,Fano
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,professore universitario,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,professore universitario,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,anatomista,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,anatomista,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,professore universitario,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,professore universitario,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,anatomista,Fossombrone
http://www.wikidata.org/entity/Q364278,Bartolomeo Eustachi,San Severino Marche,anatomista,Fossombrone
http://www.wikidata.org/entity/Q367360,Orazio Gentileschi,Pisa,pittore,Londra
http://www.wikidata.org/entity/Q370031,Traiano Boccalini,Loreto,scrittore,Venezia
http://www.wikidata.org/entity/Q374618,Bartolomeo Vitelleschi,Corneto,sacerdote cattolico,Modone
http://www.wikidata.org/entity/Q374618,Bartolomeo Vitelleschi,Corneto,vescovo cattolico,Modone
http://www.wikidata.org/entity/Q375779,Adriano Giovannetti,Montegiorgio,sceneggiatore,Torino
http://www.wikidata.org/entity/Q375779,Adriano Giovannetti,Montegiorgio,giornalista,Torino
http://www.wikidata.org/entity/Q375779,Adriano Giovannetti,Montegiorgio,regista cinematografico,Torino
http://www.wikidata.org/entity/Q378185,Ippolito de' Medici,Urbino,diplomatico,Itri
http://www.wikidata.org/entity/Q378185,Ippolito de' Medici,Urbino,sacerdote cattolico,Itri
http://www.wikidata.org/entity/Q378185,Ippolito de' Medici,Urbino,vescovo cattolico,Itri
http://www.wikidata.org/entity/Q379691,San Romualdo,Ravenna,ecclesiastico,Fabriano
http://www.wikidata.org/entity/Q381635,Giovanni Battista Maria Pallotta,Caldarola,sacerdote cattolico,Roma
http://www.wikidata.org/entity/Q387451,Orazio Albani,Urbino,politico,Roma
http://www.wikidata.org/entity/Q426217,Laura Battiferri,Urbino,scrittore,Firenze
http://www.wikidata.org/entity/Q426217,Laura Battiferri,Urbino,poeta,Firenze
http://www.wikidata.org/entity/Q427427,Muzio Gallo,Osimo,sacerdote cattolico,Viterbo
http://www.wikidata.org/entity/Q427427,Muzio Gallo,Osimo,vescovo cattolico,Viterbo
http://www.wikidata.org/entity/Q427427,Muzio Gallo,Osimo,diacono cattolico,Viterbo
http://www.wikidata.org/entity/Q428294,Leopoldo Sabbatini,Camerino,avvocato,Milano
http://www.wikidata.org/entity/Q432003,Clorinda Corradi,Urbino,cantante lirico,Santiago del Cile
http://www.wikidata.org/entity/Q433785,Lino Liviabella,Macerata,compositore,Bologna
http://www.wikidata.org/entity/Q433785,Lino Liviabella,Macerata,docente,Bologna
http://www.wikidata.org/entity/Q433785,Lino Liviabella,Macerata,pianista,Bologna
http://www.wikidata.org/entity/Q434058,Taddeo Zuccari,Sant'Angelo in Vado,pittore,Roma
http://www.wikidata.org/entity/Q434058,Taddeo Zuccari,Sant'Angelo in Vado,disegnatore,Roma
http://www.wikidata.org/entity/Q439050,Bartolo da Sassoferrato,Sassoferrato,giurista,Perugia
http://www.wikidata.org/entity/Q439050,Bartolo da Sassoferrato,Sassoferrato,teologo,Perugia
http://www.wikidata.org/entity/Q439050,Bartolo da Sassoferrato,Sassoferrato,professore universitario,Perugia
http://www.wikidata.org/entity/Q439050,Bartolo da Sassoferrato,Sassoferrato,filosofo,Perugia
http://www.wikidata.org/entity/Q440098,Vittoria Farnese,Roma,aristocratico,Pesaro
http://www.wikidata.org/entity/Q442572,Anita Cerquetti,Montecosaro,cantante lirico,Perugia
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,monaca,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,monaca,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,mistico,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,mistico,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,monaca,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,monaca,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,mistico,Camerino
http://www.wikidata.org/entity/Q454976,Camilla Battista da Varano,Camerino,mistico,Camerino
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,personalità del mondo degli affari,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,personalità del mondo degli affari,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,inventore,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,inventore,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,editore musicale,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,editore musicale,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,tipografo,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,tipografo,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,personalità del mondo degli affari,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,personalità del mondo degli affari,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,inventore,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,inventore,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,editore musicale,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,editore musicale,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,tipografo,Venezia
http://www.wikidata.org/entity/Q458014,Ottaviano Petrucci,Fossombrone,tipografo,Venezia
http://www.wikidata.org/entity/Q458746,Mario Garbuglia,Civitanova Marche,scenografo,Roma
http://www.wikidata.org/entity/Q462569,Q462569,Q10531820,sceneggiatore,Cupra Marittima
http://www.wikidata.org/entity/Q462569,Q462569,Q10531820,direttore della fotografia,Cupra Marittima
http://www.wikidata.org/entity/Q462569,Q462569,Q10531820,regista cinematografico,Cupra Marittima
http://www.wikidata.org/entity/Q509525,Filippo Marchetti,Bolognola,compositore,Roma
http://www.wikidata.org/entity/Q509525,Filippo Marchetti,Bolognola,docente,Roma
http://www.wikidata.org/entity/Q516430,Venanzio Rauzzini,Camerino,compositore,Bath
http://www.wikidata.org/entity/Q516430,Venanzio Rauzzini,Camerino,docente,Bath
http://www.wikidata.org/entity/Q516430,Venanzio Rauzzini,Camerino,cantante,Bath
http://www.wikidata.org/entity/Q516430,Venanzio Rauzzini,Camerino,pianista,Bath
http://www.wikidata.org/entity/Q516430,Venanzio Rauzzini,Camerino,musicista,Bath
http://www.wikidata.org/entity/Q516430,Venanzio Rauzzini,Camerino,cantante lirico,Bath
http://www.wikidata.org/entity/Q517446,Vincenzo Monaldi,Monte Vidon Combatte,medico,Napoli
http://www.wikidata.org/entity/Q517446,Vincenzo Monaldi,Monte Vidon Combatte,politico,Napoli
http://www.wikidata.org/entity/Q517446,Vincenzo Monaldi,Monte Vidon Combatte,fisiologo,Napoli
http://www.wikidata.org/entity/Q518000,Elsa De Giorgi,Pesaro,sceneggiatore,Roma
http://www.wikidata.org/entity/Q518000,Elsa De Giorgi,Pesaro,attore,Roma
http://www.wikidata.org/entity/Q518000,Elsa De Giorgi,Pesaro,scrittore,Roma
http://www.wikidata.org/entity/Q518000,Elsa De Giorgi,Pesaro,attore teatrale,Roma
http://www.wikidata.org/entity/Q518000,Elsa De Giorgi,Pesaro,regista cinematografico,Roma
http://www.wikidata.org/entity/Q518000,Elsa De Giorgi,Pesaro,attore cinematografico,Roma
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,capitano di ventura,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,capitano di ventura,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,comandante militare,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,comandante militare,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,capitano di ventura,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,capitano di ventura,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,comandante militare,Pesaro
http://www.wikidata.org/entity/Q518907,Costanzo I Sforza,Pesaro,comandante militare,Pesaro
http://www.wikidata.org/entity/Q518972,Rosemarie Dexter,Quetta,attore cinematografico,Recanati
http://www.wikidata.org/entity/Q82659,Alessandro Damasceni Peretti,Montalto delle Marche,sacerdote cattolico,Roma
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,scrittore,Ancona
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,poeta,Ancona
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,diplomatico,Ancona
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,storico,Ancona
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,sacerdote cattolico,Ancona
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,geografo,Ancona
http://www.wikidata.org/entity/Q101437,papa Pio II,Pienza,professore universitario,Ancona
http://www.wikidata.org/entity/Q101776,papa Marcello II,Montefano,papa,Roma
http://www.wikidata.org/entity/Q101776,papa Marcello II,Montefano,bibliotecario,Roma
http://www.wikidata.org/entity/Q101776,papa Marcello II,Montefano,sacerdote cattolico,Roma
http://www.wikidata.org/entity/Q103625,papa Niccolò IV,Lisciano,diplomatico,Roma
http://www.wikidata.org/entity/Q103625,papa Niccolò IV,Lisciano,padre,Roma
http://www.wikidata.org/entity/Q106627,Virna Lisi,Ancona,attore teatrale,Roma
http://www.wikidata.org/entity/Q106627,Virna Lisi,Ancona,attore cinematografico,Roma
